id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
8831109,Hop Inn - 6 Bed Mixed Dorm,2846792,Hop Inn,,Yau Tsim Mong,22.29825,114.17542,Shared room,290,1,88,2025-02-12,0.85,11,280,12,
8858198,B1-MTR站旁/旺角站/大床房有窗/有獨立衛浴 Kammun Guest House,37289493,Ken,,Yau Tsim Mong,22.31681,114.16968,Private room,392,1,180,2025-02-23,1.57,28,326,17,
8858675,D4Twin Bed Room with  bathroom KamMunGuestHouse,37289493,Ken,,Yau Tsim Mong,22.31681,114.16968,Private room,380,2,96,2025-03-09,0.84,28,278,33,
8946730,"listing_id: 8946730(9) standard big bed room (9th), 1.5x2.0 metre bed, clean, luxury decoration",40376086,Mei,,Yau Tsim Mong,22.30675,114.17128,Private room,380,1,206,2025-03-11,1.84,9,75,25,
8958059,Hop Inn -  Female Dorm bed,2846792,Hop Inn,,Yau Tsim Mong,22.29712,114.17607,Shared room,336,1,64,2025-02-03,0.57,11,280,7,
9000447,(6) standard twin room !clean and tidy!,40376086,Mei,,Yau Tsim Mong,22.305599212646484,114.17180633544922,Private room,,1,386,2025-03-15,3.42,9,55,53,
9033118,Trendy french style new deco private room,47151015,Irene,,Central & Western,22.28217,114.12163,Private room,799,1,40,2025-02-03,1.90,1,333,32,
9086516,Cozy and beautiful room at Sai Kung,43574043,Jiawen,,Sai Kung,22.3567,114.25004,Private room,459,14,55,2024-09-30,0.48,3,287,1,
9138303,D3Twin Bed Room with bathroom KamMunGuestHouse,37289493,Ken,,Yau Tsim Mong,22.31681,114.16968,Private room,367,1,102,2025-02-24,0.90,28,297,18,
9148203,B3 L3 Inn - Mini Single Bed C,31381356,Wilson,,Yau Tsim Mong,22.29829,114.1709,Private room,259,2,104,2025-03-01,0.92,5,76,25,
9196789,Entire House 4 BR & 4 T/B (8-11pax)-Long Term Stay,46201805,Maria Scylla S,,Yau Tsim Mong,22.30466,114.17162,Entire home/apt,3179,3,50,2022-08-22,0.45,3,246,0,
9286443,Prviate room for 3 pax in mong kok,31113999,Selena,,Yau Tsim Mong,22.3159,114.16986,Private room,369,1,163,2025-01-12,1.46,38,178,12,
9301065,B3 Double Room& private bathroom KamMunGuestHouse,37289493,Ken,,Yau Tsim Mong,22.31681,114.16968,Private room,392,1,84,2025-03-08,0.74,28,321,16,
9301329,B5 DoubleRoom with bathroom Kam mun guesthouse,37289493,Ken,,Yau Tsim Mong,22.31681,114.16968,Private room,389,1,131,2025-03-14,1.16,28,283,15,
9351926,"Lantau House, garden,  7' to beach",48536323,Philippe,,Islands,22.2422,113.98078,Entire home/apt,3571,2,83,2025-02-21,0.75,1,127,4,
9370594,舒適小屋D-sized bed w/ Private bathroom,42195207,Lisa,,Eastern,22.29065,114.19559,Private room,792,1,0,,,2,90,0,
9397325,Single room,48735502,Ocean,,Yau Tsim Mong,22.30657,114.17077,Private room,,1,33,2025-01-17,0.31,3,227,12,
9397908,twin bed room,48735502,Ocean,,Yau Tsim Mong,22.30727,114.17099,Private room,483,1,27,2025-02-27,0.26,3,246,14,
9398290,boling A,3800609,Zoe,,Yau Tsim Mong,22.30827522277832,114.16490936279297,Entire home/apt,1399,1,193,2024-12-22,1.71,12,183,42,
9398538,"Newly renovated Apt 3 rooms ,4 beds for 7",3800609,Zoe,,Yau Tsim Mong,22.3136888,114.1703057,Entire home/apt,1266,1,52,2025-03-07,4.84,12,269,52,
9435370,T4Triple Room with bathroom KamMunGuestHouse,37289493,Ken,,Yau Tsim Mong,22.31681,114.16968,Private room,467,1,26,2025-02-17,0.23,28,252,16,
9436729,Cozy Room in Sai Ying Pun Shared Flat,23134064,Dustin,,Tsuen Wan,22.39693,114.10954,Private room,243,28,1,2023-08-08,0.05,14,358,0,
9441899,"舒適, 地點超好, 交通方便, 性價比高的房間",47887152,Oceana,,Yau Tsim Mong,22.29724,114.17262,Private room,416,1,34,2025-02-02,0.39,7,365,3,
9498787,Family Triple room,48735502,Ocean,,Yau Tsim Mong,22.30614,114.17264,Private room,546,1,5,2025-02-22,0.25,3,217,4,
9549904,旺角中心 新装修公寓 温馨舒适4人房 近地铁口 交通方便 专人打扫接站,24676635,娟娟,,Yau Tsim Mong,22.31887,114.1704,Entire home/apt,600,1,9,2024-01-01,0.09,4,365,0,
9597254,Long term preferred - Artist apartment-HKU,18893791,Cara,,Central & Western,22.28523,114.13835,Entire home/apt,592,4,53,2025-01-04,0.48,1,53,7,
9661801,Doublebed Private Bathroom 大床房 (Monthly),30098437,Dragon Hostel,,Yau Tsim Mong,22.31903,114.16965,Private room,377,7,19,2024-12-05,0.18,18,0,1,
9740895,3人家庭房 /3people Private Room Ensuite,30098437,Dragon Hostel,,Yau Tsim Mong,22.32042,114.17153,Private room,408,1,31,2025-01-19,0.35,18,350,2,
9745724,Sweetest room for guest,7842633,Chu,,Tuen Mun,22.41317,113.9822,Private room,138,28,7,2024-04-12,0.13,4,288,1,
9814260,D6 Twin Bed Room with bathroom KamMunGuestHouse,37289493,Ken,,Yau Tsim Mong,22.31681,114.16968,Private room,379,2,156,2025-03-09,1.39,28,329,12,
9814335,D7Twin Bed Room&private bathroom Kammun guesthouse,37289493,Ken,,Yau Tsim Mong,22.31681,114.16968,Private room,384,2,68,2025-02-11,0.62,28,321,15,
9814713,T5-Guest House Triple Room with private bathroom,37289493,Ken,,Yau Tsim Mong,22.31681,114.16968,Private room,468,1,92,2025-03-11,0.82,28,225,35,
9847144,Double Room with window,38038584,Jim,,Yau Tsim Mong,22.32095,114.17055,Private room,,3,78,2019-05-21,0.70,10,0,0,
9864861,Triple Room (3 Pax) Near MTR (Private Bathroom),31113999,Selena,,Yau Tsim Mong,22.31681,114.16968,Private room,376,1,83,2025-02-09,0.75,38,181,6,
9866718,"C1-1.2m（3,94 ft）bed Room with window no view",37289493,Ken,,Yau Tsim Mong,22.31681,114.16968,Private room,370,1,100,2025-01-31,0.89,28,267,11,
9886049,T1-Triple Room with private bathroom MongKok MTR,37289493,Ken,,Yau Tsim Mong,22.31681,114.16968,Private room,463,2,74,2025-01-25,0.66,28,284,3,
9966421,Lucky Day Deluxe Room 13 with queen bed,51197932,Sam,,Yau Tsim Mong,22.299633026123047,114.17306518554688,Private room,278,2,104,2025-03-05,0.93,15,157,36,
9983002,Home away from Home,2866775,Polly & Franky,,Eastern,22.28041,114.22402,Private room,,2,70,2019-05-01,0.64,1,0,0,
9989843,Lucky Day Double bed room 18 Deluxe twin room,51197932,Sam,,Yau Tsim Mong,22.299625396728516,114.1730728149414,Private room,301,2,84,2025-02-23,0.75,15,153,34,
9990182,Lucky Day Room12 standard big bed room,51197932,Sam,,Yau Tsim Mong,22.299678802490234,114.17305755615234,Private room,291,3,89,2025-03-09,0.79,15,149,42,
9998921,Nice room in Prince Edward,4584648,Ivy,,Sham Shui Po,22.32804,114.16891,Private room,180,31,0,,,351,89,0,
10001507,Sharing flat ON RENT !,4584648,Ivy,,Central & Western,22.28789,114.14224,Private room,180,30,0,,,351,365,0,
10002502,Private room at Tsim Sha Tsui,4584648,Ivy,,Yau Tsim Mong,22.29948,114.17564,Private room,180,31,0,,,351,365,0,
10007435,Lucky Day Deluxe Room11 Deluxe big bed room,51197932,Sam,,Yau Tsim Mong,22.29964256286621,114.17305755615234,Private room,344,2,76,2025-03-11,0.74,15,159,41,
10008465,Lucky Day Double bed room 19 Deluxe twin room,51197932,Sam,,Yau Tsim Mong,22.29954719543457,114.17310333251953,Private room,350,2,90,2025-03-10,0.80,15,153,41,
10044794,"Entire Apt in Tung Chung, near Airport, Great View",51103800,Minal,,Islands,22.2933,113.95028,Entire home/apt,1052,2,32,2023-12-25,0.29,1,40,0,
10098064,702尖沙咀地鐵站商圈獨立衛生間雙人房，免费WiFi，Netflix，YouTube,24215902,Sam,,Yau Tsim Mong,22.29755,114.17135,Private room,328,1,50,2024-10-06,0.45,8,180,4,
10126567,"A1.Nathan Road,Jordan,Kowloon/1 min MTR/Double bed",51969157,Jojo,,Yau Tsim Mong,22.30406,114.17059,Private room,280,1,117,2024-11-12,1.08,21,341,12,
10133495,A room for3 with 1large and 1small bed,52005099,May,,Yau Tsim Mong,22.29712,114.17262,Private room,450,1,55,2025-02-03,0.50,7,365,5,
10184289,B2.Walk to MTR 1 min/Economy room/Twin single bed,51969157,Jojo,,Yau Tsim Mong,22.30576,114.1726,Private room,285,1,26,2024-03-16,0.25,21,342,1,
10215381,"東涌小村山景雅緻雙人房
Cozy twin bed room near airport",47537890,Terry,,Islands,22.27764,113.92834,Private room,465,1,157,2025-02-22,1.41,5,346,12,
10215460,Family room in Tung Chung 東涌鄉村溫馨家庭房,52491634,Ricky,,Islands,22.27714,113.92764,Private room,1147,1,149,2025-01-10,1.33,6,362,2,
10216072,東涌村屋双人露台房機場䌫車景 Double room w terrace near airport,47537890,Terry,,Islands,22.27864,113.92961,Private room,649,1,49,2025-02-01,0.44,5,353,4,
10239540,Double bed room w/balcony 東涌鄉村雙人露台房,52491634,Ricky,,Islands,22.27563,113.92725,Private room,648,1,70,2025-01-26,0.63,6,362,4,
10239755,東涌獨立村屋雙人露台房 海灣及360䌫車景 Twin bed room near airport,47537890,Terry,,Islands,22.27795,113.92908,Private room,584,1,44,2024-10-03,0.41,5,357,2,
10240767,Cozy double bed room 東涌鄉村雅緻雙人房,52491634,Ricky,,Islands,22.27731,113.92673,Private room,585,1,219,2024-12-13,2.08,6,365,3,
10241315,Twin bed room w/balcony 東涌鄉村舒適雙床露台房,52491634,Ricky,,Islands,22.27758,113.92756,Private room,680,1,82,2024-10-15,0.74,6,361,1,
10253380,B1.Walk to MTR 1 min/Economy room/Twin single bed,51969157,Jojo,,Yau Tsim Mong,22.30632,114.17107,Private room,285,1,53,2025-01-09,0.65,21,342,8,
10253440,B3.Walk to MTR 1 min/Economy room/Twin single bed,51969157,Jojo,,Yau Tsim Mong,22.30428,114.17077,Private room,,1,2,2018-11-08,0.02,21,342,0,
10253523,"A3.Nathan Road,Jordan,Kowloon/1 min MTR/Double bed",51969157,Jojo,,Yau Tsim Mong,22.30632166108733,114.17297821136802,Private room,,1,22,2024-09-12,0.21,21,344,1,
10255247,Nice room at Fortress Hill,4584648,Ivy,,Eastern,22.28901,114.19531,Private room,180,31,0,,,351,365,0,
10262454,東涌鄉村獨立屋舒適雙人房 comfortable double room near airport,47537890,Terry,,Islands,22.27809,113.92767,Private room,465,1,299,2025-02-21,2.67,5,335,23,
10318447,Nice room in Sheung Wan(sw17a),4584648,Ivy,,Central & Western,22.28758,114.15056,Private room,,30,0,,,351,365,0,
10322730,nice studio in Causeway Bay,4584648,Ivy,,Wan Chai,22.27978,114.18779,Entire home/apt,217,30,0,,,351,337,0,
10324392,Nice studio in Kennedy Town,4584648,Ivy,,Central & Western,22.28376,114.13003,Entire home/apt,217,30,0,,,351,365,0,
10414227,2Min To MTR independentTriple Room,31113999,Selena,,Yau Tsim Mong,22.31681,114.16968,Private room,380,1,147,2023-10-14,1.34,38,181,0,
10499497,C2.Jordan|Family room|w/bath|near MTR 1 min,51969157,Jojo,,Yau Tsim Mong,22.30589,114.17128,Private room,,1,16,2019-11-20,0.15,21,302,0,
10526433,東涌村屋三樓四房 （不是全幢）4 bedrooms on 2nd floor,47537890,Terry,,Islands,22.27771,113.92919,Private room,2154,1,66,2024-12-13,0.62,5,327,3,
10550230,Cozy Private Room for 2 Guests(Private Bathroom),31113999,Selena,,Yau Tsim Mong,22.31681,114.16968,Private room,286,1,166,2025-02-17,1.50,38,182,12,
10553698,Double room for 2 Pax@near Mongkok MTR-E1,31113999,Selena,,Yau Tsim Mong,22.31681,114.16968,Private room,286,1,65,2024-07-26,0.62,38,186,3,
10553804,Central Mongkok Cozy Flat for 4 pax,31113999,Selena,,Yau Tsim Mong,22.31681,114.16968,Hotel room,,1,30,2024-01-21,0.29,38,156,0,
10555006,2 Min To MTR independent Twin Room,31113999,Selena,,Yau Tsim Mong,22.31681,114.16968,Private room,,1,18,2023-05-12,0.16,38,184,0,
10599875,NICE ROOM IN YAU MA TEI,4584648,Ivy,,Yau Tsim Mong,22.3125,114.17166,Private room,205,30,0,,,351,365,0,
10707885,"Studio K, Tin Hau",2767759,Alfred,,Wan Chai,22.28509,114.19129,Entire home/apt,390,119,5,2024-12-07,0.06,9,259,2,
10733776,Nice room available in central(ml3b),4584648,Ivy,,Central & Western,22.28242,114.15063,Private room,,30,0,,,351,364,0,
10737314,Always welcome @ Causeway Bay,4584648,Ivy,,Wan Chai,22.27772,114.17991,Private room,180,30,0,,,351,365,0,
10753969,Nice Studio Yau Ma Tei,4584648,Ivy,,Yau Tsim Mong,22.3136,114.16989,Private room,217,31,0,,,351,365,0,
10773569,Fully Furnished !!!~~ Fortress Hill,4584648,Ivy,,Eastern,22.2842,114.21567,Private room,205,30,0,,,351,89,0,
10887033,Comfy room in causeway bay,4584648,Ivy,,Wan Chai,22.27873,114.18159,Private room,,31,0,,,351,365,0,
10911232,New Apartment in City One Shatin,56555323,Hau Chung,,Sha Tin,22.38639,114.20257,Entire home/apt,569,28,62,2024-09-15,0.56,1,225,2,
10911608,Sleeps 5 - Close to Plaza/Ferry/Beach/Ice Skating,56557641,Amy,,Islands,22.29567,114.02031,Entire home/apt,1888,4,40,2024-12-09,0.36,1,18,9,
10913704,Hung Hom - Deluxe Suite 3-bedrooms,56570136,The Grand Blossom,,Kowloon City,22.30767,114.18444,Entire home/apt,,1,146,2024-08-04,1.32,50,0,4,
10932119,Designer Apartment Wan Chai | All 5-Star Reviews,56664300,Brian,,Wan Chai,22.2772,114.17314,Entire home/apt,1400,3,21,2025-03-07,0.19,1,114,2,
10954061,Hidden gem studio in the heart of Soho,2976648,Cristiane,,Central & Western,22.285147329738027,114.15220334798936,Entire home/apt,,3,18,2025-02-19,0.73,1,2,9,
10976742,Private Room 1 Min to JordanMTR,56949831,Sam,,Yau Tsim Mong,22.30605,114.1718,Private room,377,2,323,2025-03-02,2.92,22,60,26,
10977095,Twin Private Rm 1 min to JordanMTR,56949831,Sam,,Yau Tsim Mong,22.30606,114.1718,Private room,450,2,351,2025-02-17,3.17,22,56,40,
10977704,Bright PrivateRm 1 min to JordanMTR,56949831,Sam,,Yau Tsim Mong,22.30606,114.1718,Private room,319,2,366,2025-03-02,3.31,22,41,51,
11017185,Chic Studio - A,57169226,Ace,,Yau Tsim Mong,22.29506,114.17157,Entire home/apt,343,30,28,2023-12-19,0.29,10,127,0,
11024580,3-bedroom apt near Ho Man Tin MTR,56570136,The Grand Blossom,,Kowloon City,22.30767,114.18444,Entire home/apt,,1,56,2024-04-16,0.53,50,0,4,
11025025,NICE ROOM ~~~CAUSEWAY BAY,4584648,Ivy,,Wan Chai,22.27727,114.18175,Private room,230,30,0,,,351,365,0,
11025675,NICE ROOM @ Tsim Sha Tsui,4584648,Ivy,,Yau Tsim Mong,22.29668,114.17329,Private room,180,30,0,,,351,365,0,
11072769,Perfect room +*+CAUSEWAY BAY,4584648,Ivy,,Wan Chai,22.27743,114.17871,Private room,,30,0,,,351,365,0,
11085754,TST studio near HK SKYLINE: near TST & JORDAN MTR,3820308,David,,Yau Tsim Mong,22.30201,114.17612,Entire home/apt,461,1,12,2025-02-02,0.11,28,180,1,
11098708,Convenient & Cozy Private Rm@Jordan,56949831,Sam,,Yau Tsim Mong,22.30606,114.1718,Private room,,2,335,2025-02-27,3.03,22,50,40,
11169592,Fortress Hill   - room with OWN bathroom  (f3e),4584648,Ivy,,Eastern,22.29125,114.19568,Private room,240,30,0,,,351,179,0,
11214814,"(8)標準大床房,1.5×2.0米,干淨、整潔!有街窗!",40376086,Mei,,Yau Tsim Mong,22.30692,114.17303,Entire home/apt,379,1,242,2025-03-14,2.24,9,55,37,
11260780,NICE ROOM ~~~ WAN CHAI,4584648,Ivy,,Wan Chai,22.27903,114.17129,Private room,,30,0,,,351,365,0,
11264406,Mong Kok Luxury Studio *4A,14861546,Tane Residence,,Yau Tsim Mong,22.32043,114.17146,Entire home/apt,291,26,3,2022-05-14,0.03,124,294,0,
11304613,Hung Hom 3-bedrooms suite,56570136,The Grand Blossom,,Kowloon City,22.30767,114.18444,Entire home/apt,,1,52,2024-02-14,0.47,50,0,0,
11326308,New EnsuiteStudio - A,57169226,Ace,,Yau Tsim Mong,22.29668,114.17167,Entire home/apt,329,30,11,2023-11-16,0.11,10,144,0,
11327675,D1.Jordan Kowloon/1 min to MTR/Family room(4),51969157,Jojo,,Yau Tsim Mong,22.30425,114.17247,Private room,,1,20,2024-12-29,0.18,21,285,3,
11347628,"Seaview Studio M, Tin Hau",2767759,Alfred,,Wan Chai,22.28553,114.18971,Entire home/apt,592,150,2,2018-10-21,0.02,9,1,0,
11347935,"Cozy Studio N, Tin Hau",2767759,Alfred,,Eastern,22.2872,114.19148,Entire home/apt,219,50,17,2025-03-03,0.16,9,7,2,
11427345,NICE ROOM ~~~ SHEK TONG TSUI,4584648,Ivy,,Central & Western,22.28737,114.14974,Private room,180,30,0,,,351,365,0,
11443857,"Bright Studio L, Tin Hau",2767759,Alfred,,Wan Chai,22.28729,114.18966,Entire home/apt,519,150,1,2017-10-13,0.01,9,289,0,
11444281,Double Room No window,38038584,Jim,,Yau Tsim Mong,22.3183,114.17118,Private room,,3,13,2019-03-14,0.12,10,0,0,
11444539,Twin Room With Window,38038584,Jim,,Yau Tsim Mong,22.3183,114.17118,Hotel room,,3,40,2024-06-18,0.37,10,16,1,
11448621,"3 bedrooms and toilets, Beside Mongkok MTR",14634338,Rick,,Yau Tsim Mong,22.31544,114.17123,Entire home/apt,1930,2,66,2025-01-20,0.69,4,225,9,
11484638,Mong Kok Luxury Studio *5A,14861546,Tane Residence,,Yau Tsim Mong,22.31909,114.16968,Entire home/apt,291,60,4,2024-05-14,0.04,124,295,1,
11498142,Nice Studio `~~~~~ Yau Ma Tei,4584648,Ivy,,Yau Tsim Mong,22.31342,114.16974,Private room,217,30,0,,,351,365,0,
11498510,SALE !!! + rooftop @YauMaTei,4584648,Ivy,,Yau Tsim Mong,22.31416,114.17026,Private room,170,30,1,2016-04-15,0.01,351,365,0,
11498601,Experience true Hong Kong !!!!,4584648,Ivy,,Central & Western,22.28459,114.14956,Private room,180,60,0,,,351,365,0,
11515302,"Nice, Big and spacious room in ~~~Yau Ma Tei !!!",4584648,Ivy,,Yau Tsim Mong,22.31172,114.17237,Private room,180,30,0,,,351,364,0,
11515369,Fully furnished Room in Mong Kok,4584648,Ivy,,Yau Tsim Mong,22.31965,114.17197,Private room,205,30,0,,,351,365,0,
11516669,Convenient 2 bedroom spacious flat with view.,24189462,Estelle,,Islands,22.29104,114.01037,Entire home/apt,1300,4,27,2025-03-10,0.26,1,191,3,
11534885,clean and bright single room,52005099,May,,Yau Tsim Mong,22.29695,114.17268,Private room,245,1,43,2025-03-06,0.42,7,286,15,
11554601,B7-旺角地铁站旁 大床房有窗/獨立衛浴/ Kam mun Guest House,37289493,Ken,,Yau Tsim Mong,22.31681,114.16968,Private room,392,2,102,2025-03-05,0.96,28,275,34,
11554702,B8 DoubleBed Room with bathroom Kammun guest house,37289493,Ken,,Yau Tsim Mong,22.31864,114.16927,Private room,,2,199,2025-02-27,1.90,28,290,28,
11555978,NIce room at Mid Level Central,4584648,Ivy,,Central & Western,22.28058,114.15269,Private room,180,31,0,,,351,365,0,
11574010,T3-Guest House-Triple Room with private bathroom,37289493,Ken,,Yau Tsim Mong,22.31681,114.16968,Private room,465,1,48,2025-03-04,0.48,28,261,28,
11591386,NICE ROOM !!! Sheung Wan,4584648,Ivy,,Central & Western,22.28541,114.14971,Private room,180,60,0,,,351,365,0,
11595618,Near by MTR Station! The central of Hong Kong!,11643814,Gordon,,Yau Tsim Mong,22.31523,114.17165,Entire home/apt,698,4,232,2025-01-20,2.36,1,60,26,
11626071,NICE ROOM ~~~~ CAUSEWAY BAY,4584648,Ivy,,Wan Chai,22.27864,114.18409,Private room,160,30,0,,,351,365,0,
11638276,Convenient Flat - Ideal Location @ Sha Tin,61690280,Youni,,Sha Tin,22.38075,114.18826,Entire home/apt,692,5,114,2025-02-28,1.07,1,68,13,
11678222,NCIE STUDIO !!!! ~~~~ Wan Chai,4584648,Ivy,,Wan Chai,22.27622,114.1711,Private room,,30,0,,,351,365,0,
11678951,Cozy room available in Prince Edward(pe1c),4584648,Ivy,,Sham Shui Po,22.32781,114.16724,Private room,160,30,1,2018-11-30,0.01,351,364,0,
11679778,3 bedroom/Comfy/AustinJordanMTR三房鄰近地鐵,19664529,Dan,,Yau Tsim Mong,22.307373046875,114.16710662841797,Entire home/apt,1324,1,58,2025-02-24,0.54,3,331,26,
11680353,An affordable shareflat to offer,4584648,Ivy,,Wan Chai,22.2771,114.18145,Private room,160,30,0,,,351,365,0,
11700246,"2 minutes to the Mong Kok MTR station, free Wi-Fi near ladies market Comfort triple room",24275081,Ah Shan Hostel,,Yau Tsim Mong,22.32049,114.17133,Private room,463,1,7,2019-07-21,0.06,4,355,0,
11721276,"Closest to the Tsim Sha Tsui MTR, three persons ensuite with private bathroom",52005099,May,,Yau Tsim Mong,22.29639,114.17281,Private room,,1,77,2024-11-25,0.72,7,0,5,
11721497,NCIE ROOM IN CENTRAL,4584648,Ivy,,Central & Western,22.28203,114.14917,Private room,180,31,0,,,351,365,0,
11812762,Real Designer's Apartment / Attic Shop in Central,58554906,Ka Yi,,Central & Western,22.28184,114.15349,Entire home/apt,2000,6,2,2016-05-24,0.02,2,16,0,
11830094,Double room near Tsim Sha Tsui MTR Station,52005099,May,,Yau Tsim Mong,22.29639,114.17281,Private room,280,1,95,2025-03-03,0.87,7,361,10,
11853093,MK MTR:Family Hotel for 3 pax,31113999,Selena,,Yau Tsim Mong,22.31681,114.16968,Private room,,1,101,2025-02-24,0.93,38,170,10,
11853937,Central Mongkok Cozy Flat for 4 pax,31113999,Selena,,Yau Tsim Mong,22.31681,114.16968,Private room,,1,133,2024-05-15,1.23,38,156,2,
11854443,Triple Room with Private Bathroom,31113999,Selena,,Yau Tsim Mong,22.31681,114.16968,Hotel room,380,1,56,2024-04-28,0.53,38,181,1,
11858094,NICE ROOM ~~~ CAUSEWAY BAY !!!,4584648,Ivy,,Wan Chai,22.27782,114.17815,Private room,,30,0,,,351,365,0,
11860348,Cozy Private Room for 4 Guest(Private Bathroom),31113999,Selena,,Yau Tsim Mong,22.31681,114.16968,Hotel room,493,1,24,2024-06-23,0.22,38,156,2,
11872468,Hostels for 3pax @Mongkok MTR 2min,31113999,Selena,,Yau Tsim Mong,22.31681,114.16968,Hotel room,380,1,11,2024-09-12,0.11,38,181,2,
11872942,clean & cozy rm for 3 ppl in Mong kok,31113999,Selena,,Yau Tsim Mong,22.31681,114.16968,Hotel room,,1,15,2019-02-06,0.14,38,181,0,
12061327,Double bed Rm for single or couple,3784841,Albert,,Yau Tsim Mong,22.31592,114.17061,Entire home/apt,225,28,1,2025-01-12,0.47,6,231,1,
12074592,Ladies Market $4500 inclusive suite,35740627,Haiyang,,Yau Tsim Mong,22.31765,114.17176,Private room,550,1,14,2023-05-02,0.13,5,365,0,
12163020,舒适标准双床房间，位於旺角朗豪坊购物天堂侧，邻近女人街和波鞋街,65326707,Jingwen,,Yau Tsim Mong,22.31776,114.1703,Private room,329,1,108,2025-02-28,1.03,7,169,7,
12220188,Spacious 2BD Apartment with Terrace,50553626,Libby & Keith,,Central & Western,22.28584,114.14672,Entire home/apt,,2,53,2024-01-31,0.49,1,259,0,
12265409,Connecting room w/balcony 舒適相連露台房,52491634,Ricky,,Islands,22.2772,113.92838,Private room,1497,1,44,2024-03-21,0.42,6,365,1,
12277680,Room in Yaumatei with Rooftop,4584648,Ivy,,Yau Tsim Mong,22.31223,114.1701,Private room,150,29,2,2016-10-16,0.02,351,364,0,
12296290,高档低密度住宅 Nice Bedroom at French Style Appartment,60441217,Lucy,,Tuen Mun,22.37412,113.99927,Private room,,3,107,2024-07-14,1.00,1,0,7,
12311414,Sale !!! Room !! Yau Ma Tei,4584648,Ivy,,Yau Tsim Mong,22.31242,114.17233,Private room,160,30,0,,,351,365,0,
12311487,Sale !!! Studio !!! Yau Ma Tei !!!,4584648,Ivy,,Yau Tsim Mong,22.31531,114.16837,Private room,217,30,0,,,351,365,0,
12326287,Convenient designer apt with a view,9428509,Julian,,Yau Tsim Mong,22.30605,114.17197,Entire home/apt,1348,3,265,2025-03-05,2.45,1,103,37,
12368845,Room on Sale - Hong Kong - Kowloon,4584648,Ivy,,Yau Tsim Mong,22.31255,114.17193,Private room,120,30,2,2024-08-30,0.02,351,216,1,
12370254,(SALE) Room available @YauMaTei,4584648,Ivy,,Yau Tsim Mong,22.31445,114.17074,Private room,160,30,0,,,351,365,0,
12388583,Sale !!!room !!! Yau Ma Tei !!!,4584648,Ivy,,Yau Tsim Mong,22.31213,114.17083,Private room,180,30,1,2016-07-04,0.01,351,365,0,
12436387,Mong Kok Luxury Studio *5C,14861546,Tane Residence,,Yau Tsim Mong,22.31869,114.17113,Entire home/apt,369,60,3,2023-12-27,0.03,124,364,0,
12498846,ZA Newly renovated@ Explore like local,6067974,Wilson,,Eastern,22.28887,114.19367,Entire home/apt,1400,30,4,2018-01-03,0.04,66,89,0,
12503721,Near HKU - Kennedy Town room in flat share (K1b),67709885,Steven,,Central & Western,22.28664,114.13497,Private room,217,31,0,,,279,365,0,
12504088,Studio in Quarry Bay --- near MTR (Q1c),67709885,Steven,,Eastern,22.286,114.21607,Entire home/apt,217,29,0,,,279,365,0,
12547851,Nice room in Tsim Sha Tsui,4584648,Ivy,,Yau Tsim Mong,22.30167,114.17419,Private room,180,30,0,,,351,365,0,
12553841,Cozy Room at Yau Ma Tei(y12b),4584648,Ivy,,Yau Tsim Mong,22.30905,114.17177,Private room,180,30,0,,,351,365,0,
12585487,Large Studio @ 1min to MTR (1.3),68260785,Jack,,Yau Tsim Mong,22.31775,114.17047,Private room,613,28,11,2024-05-28,0.11,14,351,2,
12586395,En-suite Room@ 1min to MTR & East Rail (1.5),68260785,Jack,,Yau Tsim Mong,22.31775,114.17047,Private room,336,28,10,2024-12-03,0.10,14,344,2,
12586825,En-suite Double Room - 1min to Mongkok MTR (1.2),68260785,Jack,,Yau Tsim Mong,22.31775,114.17047,Private room,301,28,10,2025-02-12,0.10,14,238,3,
12611870,En-suite Double Room @ 1min to MTR (1.4),68260785,Jack,,Yau Tsim Mong,22.31775,114.17047,Private room,315,28,25,2024-08-19,0.26,14,161,1,
12748380,Causeway Bay  ROOM - near Times SQ(c2f),67709885,Steven,,Wan Chai,22.2808,114.1839,Private room,160,29,0,,,279,365,0,
12749128,Economic Room in Flat Share in Central,67709885,Steven,,Central & Western,22.2826,114.15302,Private room,160,29,0,,,279,364,0,
12749931,Flat Share Room at Yau Ma Tei (8d),67709885,Steven,,Yau Tsim Mong,22.31364,114.17008,Private room,160,29,0,,,279,365,0,
12764448,Room available Tsim Sha Tsui(t6d),4584648,Ivy,,Yau Tsim Mong,22.30164,114.17442,Private room,160,31,0,,,351,365,0,
12766145,nice studio ~~~~ Kennedy Town,4584648,Ivy,,Central & Western,22.28515,114.13277,Private room,217,30,0,,,351,365,0,
12800443,Peaceful Blue Beach House,69738494,Keiko,,Islands,22.243617019095026,113.97760269898649,Entire home/apt,1814,2,36,2025-02-23,1.78,1,321,27,
12800556,B4.Walk to MTR 1 min/Economy room/Twin single bed,51969157,Jojo,,Yau Tsim Mong,22.30425,114.17171,Private room,,1,34,2024-01-12,0.32,21,342,0,
12800628,B5.Walk to MTR 1 min/Economy room/Twin single bed,51969157,Jojo,,Yau Tsim Mong,22.30397,114.17237,Private room,,1,16,2019-03-23,0.19,21,342,0,
